Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
0.4483363423791933,0.4225375331493677,2.86760672708256,1.0751552800500987,1.589346894148172,1.8417241915639815,1.8684466809590408,1.777657203900225,4.078936690978382
0.4451541353067143,0.4145343635130632,2.9571918099087577,1.0608039776840177,1.5500846378235715,1.816933187732969,1.8485717198977412,1.7578834183229775,4.065563128057141
0.442659226339559,0.4134271953800195,3.1590706057229525,1.0537244737551192,1.5521457660339966,1.7952767627484667,1.8311002523541338,1.7445197934344023,4.052276974043883
0.44387224360166405,0.4018749973012362,3.380108946804474,1.0631454710422235,1.5316032130261956,1.8013931694341847,1.830301451852811,1.7344428193841999,4.039077374779897
0.43245003860991926,0.39700848040490044,3.671774446934722,1.0420281996293257,1.5331240358733194,1.7892036198107906,1.8076627436676784,1.7305397902190542,4.025963487199442
0.4355474203442981,0.4001202573066494,4.0078722190045815,1.0367116348086318,1.5457402131808067,1.778060076008607,1.8326635234823436,1.7527188109371268,4.012934479150253
0.42269746189651586,0.38545384344455685,4.406884345208829,1.0195753052415817,1.5104203796336602,1.7508580758477457,1.790645101250149,1.7081800952728128,3.9999895292175105
0.4191188147864975,0.38994514267001507,4.895044465811717,1.019336222429534,1.508794715254773,1.751441806438254,1.7700589812796146,1.6715403197722174,3.987127826551216
0.41866564703460096,0.3859095405860681,5.4452797874453625,1.024295294511472,1.4962695058269009,1.7637669530688571,1.7789227200842157,1.685630953288642,3.974348570696885
0.4054964153344641,0.37747415036334864,5.91106058031465,1.0064492151191948,1.4780404515457337,1.7199780939340767,1.751617741059282,1.6633333237541532,3.961650971429483
0.4049456147932334,0.3702971127326194,6.495305946441284,0.9944283135505286,1.4876228355549634,1.717008335045145,1.7588878458010613,1.6483331688143126,3.949034248590535
0.41316075334743946,0.37934841103514744,7.085010956225348,0.9959816575267139,1.5010122341667467,1.7074099872253787,1.7646565994833678,1.655622252450488,3.9364976319283436
0.4003930809420986,0.3670914241002803,7.51671963931355,0.9938666370035056,1.4766693155740949,1.6854054886202334,1.7408967255329806,1.6463092151316248,3.9240403609412278
0.3950274805576683,0.37081591355320526,8.033355941507635,0.9738033352490014,1.453437169346447,1.6707948331305378,1.714948601002596,1.6134120121908653,3.9116616847237475
